person_hash,role,age_band,gender,masked_zone
"PER-DB096FC37C40","accused","18-25","female","Outer growth corridor / YLK-1"
"PER-BD86E7154737","accused","51-65","female","Residential market / JYN-4"
"PER-BE2543BD8EF9","victim","26-35","male","Commercial mixed use / KRM-6"
"PER-C8AA10ADF77B","accused","51-65","male","Tech corridor / WFD-4"
"PER-251A5671E125","victim","51-65","male","Residential market / JYN-4"
"PER-C8E3D011FDAC","accused","26-35","female","Night economy / IND-3"
"PER-1528D9122CFA","accused","65+","male","Industrial IT belt / ELC-5"
"PER-9B189F9CFEF4","accused","51-65","male","Rail and arterial road / KRP-2"
"PER-BE69F172CD09","accused","65+","female","Transit hub / CEN-2"
"PER-0FBBCC243902","victim","36-50","male","Airport approach / HBL-2"
"PER-8B28B9982D51","victim","18-25","undisclosed","Tech corridor / WFD-4"
"PER-A6986DD7A367","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-AB2B70B26026","victim","65+","male","Tech corridor / WFD-4"
"PER-EDEA845EA284","victim","65+","male","Tech corridor / WFD-4"
"PER-0D416B9E1D6E","victim","36-50","female","Outer growth corridor / YLK-1"
"PER-1D4888C3AECA","victim","51-65","male","Rail and arterial road / KRP-2"
"PER-BE858010D636","victim","18-25","male","Tech corridor / WFD-4"
"PER-F84A41C67487","accused","36-50","male","Metro corridor / BSK-3"
"PER-35DCD8FA9082","accused","65+","male","Commercial mixed use / KRM-6"
"PER-7F55CB121285","victim","51-65","male","Rail and arterial road / KRP-2"
"PER-47FC16E8C1A7","victim","26-35","undisclosed","Tech corridor / WFD-4"
"PER-70F1C6713D6F","accused","36-50","female","Tech corridor / WFD-4"
"PER-6155B89B6F67","accused","26-35","male","Industrial IT belt / ELC-5"
"PER-0611E52F35BC","accused","51-65","female","Airport approach / HBL-2"
"PER-F247AFB33510","victim","26-35","female","Tech corridor / WFD-4"
"PER-01A0C27C45D1","accused","65+","undisclosed","Tech corridor / WFD-4"
"PER-E10300CF3DA2","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-77FCE850F1CF","victim","51-65","female","Airport approach / HBL-2"
"PER-B45CEA823472","victim","51-65","female","Tech corridor / WFD-4"
"PER-348FC6DA2300","victim","26-35","undisclosed","Tech corridor / WFD-4"
"PER-3D98AEA94C2B","victim","51-65","female","Commercial mixed use / KRM-6"
"PER-5E76CCE09E3F","victim","65+","male","Commercial mixed use / KRM-6"
"PER-6AC439DB11F6","victim","65+","male","Night economy / IND-3"
"PER-144BDC19523D","accused","51-65","female","Night economy / IND-3"
"PER-05C8C24445C7","victim","18-25","female","Outer growth corridor / YLK-1"
"PER-3B93AF4C7E96","victim","36-50","female","Rail and arterial road / KRP-2"
"PER-BCA31D211068","victim","65+","male","Residential market / JYN-4"
"PER-181F22D8648C","victim","51-65","female","Night economy / IND-3"
"PER-5423BB0B3296","victim","51-65","undisclosed","Residential market / JYN-4"
"PER-7F7BD6126544","accused","65+","male","Tech corridor / WFD-4"
"PER-88658CBD02CE","victim","36-50","male","Airport approach / HBL-2"
"PER-47F13B505A98","accused","18-25","male","Night economy / IND-3"
"PER-A0DF3A73E037","victim","65+","female","Tech corridor / WFD-4"
"PER-37EBAD3EA43E","victim","36-50","undisclosed","Outer growth corridor / YLK-1"
"PER-23D18FF3FBC4","victim","18-25","female","Airport approach / HBL-2"
"PER-2B4249B26B85","victim","18-25","female","Rail and arterial road / KRP-2"
"PER-BAEC8F8B861D","victim","26-35","male","Tech corridor / WFD-4"
"PER-3CE7D45723E8","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-1D73669B086B","accused","65+","undisclosed","Outer growth corridor / YLK-1"
"PER-EEAE5821A472","victim","36-50","female","Outer growth corridor / YLK-1"
"PER-44A3DF57E6F3","accused","26-35","female","Industrial IT belt / ELC-5"
"PER-42B872B05A99","victim","65+","female","Tech corridor / WFD-4"
"PER-7DCEA160D2A2","victim","65+","male","Night economy / IND-3"
"PER-B907798BD979","victim","51-65","undisclosed","Rail and arterial road / KRP-2"
"PER-B9BB3FA51CDF","accused","26-35","female","Airport approach / HBL-2"
"PER-12330B785525","accused","51-65","male","Residential market / JYN-4"
"PER-CDB0816AD226","accused","18-25","female","Outer growth corridor / YLK-1"
"PER-40A0F69DB0B4","victim","36-50","female","Metro corridor / BSK-3"
"PER-6B188D3DC512","victim","26-35","male","Airport approach / HBL-2"
"PER-176903D8F164","accused","51-65","male","Rail and arterial road / KRP-2"
"PER-415D604D9CE6","accused","18-25","male","Tech corridor / WFD-4"
"PER-30BE411495BB","accused","26-35","female","Night economy / IND-3"
"PER-9BAD4DF32B8F","accused","26-35","female","Rail and arterial road / KRP-2"
"PER-DD5D36D45285","victim","18-25","male","Rail and arterial road / KRP-2"
"PER-1912F0C22567","victim","18-25","female","Tech corridor / WFD-4"
"PER-DAC1E9F825A1","victim","26-35","male","Metro corridor / BSK-3"
"PER-33758550C37F","accused","18-25","male","Airport approach / HBL-2"
"PER-004CC6ACA3E4","victim","65+","female","Residential market / JYN-4"
"PER-E5CF52B7FB86","accused","26-35","male","Commercial mixed use / KRM-6"
"PER-03D69EFEFDC9","accused","18-25","male","Airport approach / HBL-2"
"PER-3F7753B8B63D","victim","18-25","female","Tech corridor / WFD-4"
"PER-85A8CD9C6847","victim","65+","male","Industrial IT belt / ELC-5"
"PER-C76F4D05FD9C","victim","18-25","female","Tech corridor / WFD-4"
"PER-D9BC8F3176F2","victim","36-50","male","Tech corridor / WFD-4"
"PER-AC9AF119E1C8","accused","65+","male","Airport approach / HBL-2"
"PER-640732D9BCAE","victim","51-65","female","Outer growth corridor / YLK-1"
"PER-B9F5BBF1CCA9","accused","36-50","female","Commercial mixed use / KRM-6"
"PER-D528E37F9C58","accused","26-35","undisclosed","Industrial IT belt / ELC-5"
"PER-0F3C214522BD","victim","18-25","male","Night economy / IND-3"
"PER-5ADCDAEF68D4","victim","18-25","female","Commercial mixed use / KRM-6"
"PER-D2629D7D71A5","victim","51-65","male","Airport approach / HBL-2"
"PER-071E99747462","victim","36-50","male","Industrial IT belt / ELC-5"
"PER-ABF12903D610","victim","26-35","female","Tech corridor / WFD-4"
"PER-10C6D342EC88","accused","26-35","female","Airport approach / HBL-2"
"PER-C1F3B9D93554","victim","65+","male","Airport approach / HBL-2"
"PER-4BC9D3A05868","accused","26-35","undisclosed","Outer growth corridor / YLK-1"
"PER-1BDDE95A7FB7","accused","65+","female","Tech corridor / WFD-4"
"PER-BFF883BF3E27","victim","18-25","female","Commercial mixed use / KRM-6"
"PER-EE88BCC3F935","accused","65+","female","Outer growth corridor / YLK-1"
"PER-5630E671F054","victim","26-35","female","Rail and arterial road / KRP-2"
"PER-BF4646002D09","victim","26-35","female","Transit hub / CEN-2"
"PER-515768BD1DFA","accused","51-65","male","Metro corridor / BSK-3"
"PER-0D7D85786D1F","victim","18-25","female","Transit hub / CEN-2"
"PER-17245321060D","victim","65+","undisclosed","Metro corridor / BSK-3"
"PER-D5E3FF6659AD","victim","26-35","female","Tech corridor / WFD-4"
"PER-347EB9B05ADB","victim","36-50","undisclosed","Metro corridor / BSK-3"
"PER-9D61AFF0A4A5","victim","18-25","male","Transit hub / CEN-2"
"PER-CE286DA21F34","accused","26-35","male","Transit hub / CEN-2"
"PER-A1486C846D25","victim","65+","male","Tech corridor / WFD-4"
"PER-C71F930EA156","victim","65+","male","Transit hub / CEN-2"
"PER-F62C2BD2F517","accused","65+","female","Rail and arterial road / KRP-2"
"PER-B470627302DF","accused","26-35","female","Rail and arterial road / KRP-2"
"PER-A77C6B59624D","victim","26-35","female","Metro corridor / BSK-3"
"PER-4BA942EA2D67","accused","65+","undisclosed","Tech corridor / WFD-4"
"PER-AD71B6EEB7B5","accused","65+","male","Commercial mixed use / KRM-6"
"PER-FF40310712C5","victim","36-50","female","Residential market / JYN-4"
"PER-55B165E99D57","accused","26-35","female","Outer growth corridor / YLK-1"
"PER-561DDA88F2DF","victim","26-35","male","Residential market / JYN-4"
"PER-30DDFA166B7B","victim","26-35","female","Night economy / IND-3"
"PER-336300027375","victim","26-35","male","Transit hub / CEN-2"
"PER-996949589537","victim","18-25","male","Transit hub / CEN-2"
"PER-80FB90BFC5D4","victim","18-25","female","Industrial IT belt / ELC-5"
"PER-1E117E1E4731","victim","51-65","female","Night economy / IND-3"
"PER-73886CC32CD4","victim","26-35","male","Commercial mixed use / KRM-6"
"PER-128232CAA1A3","victim","65+","female","Rail and arterial road / KRP-2"
"PER-00C7CA732982","victim","18-25","female","Industrial IT belt / ELC-5"
"PER-31DA67588C23","victim","26-35","male","Transit hub / CEN-2"
"PER-5D63C8BF2675","victim","65+","female","Transit hub / CEN-2"
"PER-B6FB0BF23C78","victim","26-35","female","Night economy / IND-3"
"PER-6C345E1C427A","victim","51-65","female","Residential market / JYN-4"
"PER-821DDAF81545","victim","36-50","female","Tech corridor / WFD-4"
"PER-0FBC717DC5AC","accused","26-35","male","Rail and arterial road / KRP-2"
"PER-9F129AB98808","accused","18-25","female","Commercial mixed use / KRM-6"
"PER-E9CCFEDA478A","accused","51-65","male","Outer growth corridor / YLK-1"
"PER-3776F860972F","victim","18-25","undisclosed","Night economy / IND-3"
"PER-0333BB660FF9","accused","51-65","male","Commercial mixed use / KRM-6"
"PER-323ABD043E62","victim","36-50","male","Transit hub / CEN-2"
"PER-666B23F7F7C9","victim","65+","female","Airport approach / HBL-2"
"PER-CBEBCF04B05A","accused","26-35","male","Airport approach / HBL-2"
"PER-3C576714AA99","accused","18-25","female","Transit hub / CEN-2"
"PER-F0D72F44DFA4","accused","51-65","female","Metro corridor / BSK-3"
"PER-CC940F2536CF","accused","51-65","male","Commercial mixed use / KRM-6"
"PER-14E46E0EA652","victim","51-65","male","Transit hub / CEN-2"
"PER-6094D978DD36","accused","26-35","female","Transit hub / CEN-2"
"PER-3D4DAA2A666D","victim","18-25","male","Transit hub / CEN-2"
"PER-495804B844B0","victim","51-65","male","Transit hub / CEN-2"
"PER-D28830E6F8C6","accused","51-65","male","Metro corridor / BSK-3"
"PER-81421BA1D536","victim","65+","female","Commercial mixed use / KRM-6"
"PER-F1FDE2CA2EC8","accused","65+","female","Commercial mixed use / KRM-6"
"PER-40D607C47C8C","victim","36-50","male","Residential market / JYN-4"
"PER-321E7AD8BFEA","victim","65+","male","Transit hub / CEN-2"
"PER-C8253BC944A9","accused","36-50","male","Transit hub / CEN-2"
"PER-D5E3EAE3B7B1","accused","65+","male","Commercial mixed use / KRM-6"
"PER-73A8892F2556","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-AEC4287D5BFE","victim","65+","female","Night economy / IND-3"
"PER-9AAF45A9FCE0","victim","65+","undisclosed","Airport approach / HBL-2"
"PER-1F3861C83E79","accused","65+","female","Night economy / IND-3"
"PER-AA7C4E17F34D","accused","26-35","female","Airport approach / HBL-2"
"PER-77260B251C65","victim","51-65","female","Commercial mixed use / KRM-6"
"PER-C10683BCA939","victim","18-25","male","Metro corridor / BSK-3"
"PER-D7DFCAF3EE08","victim","36-50","female","Transit hub / CEN-2"
"PER-A01FEAB38A52","victim","26-35","male","Rail and arterial road / KRP-2"
"PER-56DF4845656D","victim","36-50","female","Transit hub / CEN-2"
"PER-80B5BA70F456","accused","51-65","male","Airport approach / HBL-2"
"PER-7CCCE2D64B74","accused","65+","male","Transit hub / CEN-2"
"PER-5D801147B90D","victim","36-50","undisclosed","Transit hub / CEN-2"
"PER-99423E5AA8C6","victim","36-50","female","Metro corridor / BSK-3"
"PER-5A248276ECDD","victim","51-65","female","Industrial IT belt / ELC-5"
"PER-075C2546D3BB","accused","26-35","male","Transit hub / CEN-2"
"PER-CC136E766D2F","accused","18-25","female","Transit hub / CEN-2"
"PER-C32F0946C26D","accused","36-50","undisclosed","Transit hub / CEN-2"
"PER-A7BF243E0B0B","victim","51-65","undisclosed","Outer growth corridor / YLK-1"
"PER-B950691D6AEF","victim","36-50","female","Residential market / JYN-4"
"PER-674C079B00A6","victim","51-65","male","Transit hub / CEN-2"
"PER-F21D4F95092E","accused","36-50","male","Outer growth corridor / YLK-1"
"PER-76F7E94B5B86","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-D3DD3929ADFE","accused","18-25","undisclosed","Commercial mixed use / KRM-6"
"PER-B908BD74EC64","accused","36-50","undisclosed","Transit hub / CEN-2"
"PER-669D05B201A3","victim","18-25","female","Transit hub / CEN-2"
"PER-CDF100D22A92","accused","51-65","undisclosed","Metro corridor / BSK-3"
"PER-EFF08867395D","victim","65+","female","Rail and arterial road / KRP-2"
"PER-C6E42988BE00","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-7E708FCCE119","accused","18-25","male","Metro corridor / BSK-3"
"PER-D56FDC5E9639","accused","26-35","female","Tech corridor / WFD-4"
"PER-21336E54D0DE","victim","65+","male","Outer growth corridor / YLK-1"
"PER-C70911E39808","victim","18-25","male","Rail and arterial road / KRP-2"
"PER-E255945BDC2D","victim","36-50","male","Commercial mixed use / KRM-6"
"PER-FB1A9E3FD66B","accused","65+","male","Airport approach / HBL-2"
"PER-AE5D212CB1E9","victim","65+","male","Transit hub / CEN-2"
"PER-DC2F8D475782","accused","65+","male","Transit hub / CEN-2"
"PER-E4D850753DE7","victim","65+","male","Night economy / IND-3"
"PER-276F919A7719","accused","36-50","male","Metro corridor / BSK-3"
"PER-76A358C4C48A","accused","51-65","female","Night economy / IND-3"
"PER-9411F8A845FA","victim","65+","male","Night economy / IND-3"
"PER-9B3A9DFB845E","victim","51-65","female","Transit hub / CEN-2"
"PER-A2CCB30379C1","accused","26-35","male","Tech corridor / WFD-4"
"PER-02DCF1F62CB7","accused","26-35","female","Industrial IT belt / ELC-5"
"PER-19655576D90D","victim","36-50","female","Residential market / JYN-4"
"PER-5D6F3FA61C4E","victim","26-35","male","Rail and arterial road / KRP-2"
"PER-30D7956E146B","victim","51-65","male","Metro corridor / BSK-3"
"PER-21508580ECB4","accused","26-35","male","Industrial IT belt / ELC-5"
"PER-65A4EE23FBA4","victim","36-50","male","Metro corridor / BSK-3"
"PER-CC6BFA8D7183","accused","36-50","male","Transit hub / CEN-2"
"PER-F7157587F876","victim","26-35","male","Rail and arterial road / KRP-2"
"PER-1845A0156BA9","accused","36-50","female","Industrial IT belt / ELC-5"
"PER-67580254F2A4","victim","18-25","male","Industrial IT belt / ELC-5"
"PER-BAA094E30908","victim","26-35","male","Residential market / JYN-4"
"PER-7C90F0CB0D86","victim","51-65","undisclosed","Metro corridor / BSK-3"
"PER-1674DD9B2E44","accused","26-35","male","Industrial IT belt / ELC-5"
"PER-51122A122EC0","victim","26-35","undisclosed","Commercial mixed use / KRM-6"
"PER-DDDBD8E67CB6","accused","51-65","female","Metro corridor / BSK-3"
"PER-73FC7B22FF77","victim","18-25","undisclosed","Residential market / JYN-4"
"PER-78D6B5F5C30D","victim","36-50","undisclosed","Outer growth corridor / YLK-1"
"PER-90ABB9F5EECD","accused","36-50","male","Industrial IT belt / ELC-5"
"PER-77CBAF211655","victim","65+","female","Tech corridor / WFD-4"
"PER-BA71E7B06273","victim","65+","male","Outer growth corridor / YLK-1"
"PER-1B69A5E9E13A","accused","26-35","female","Outer growth corridor / YLK-1"
"PER-9FC045B69FDA","victim","65+","female","Night economy / IND-3"
"PER-4EAF5441F492","victim","51-65","undisclosed","Outer growth corridor / YLK-1"
"PER-0DA87C6CA77E","victim","36-50","male","Night economy / IND-3"
"PER-9D1E905EE367","victim","26-35","female","Residential market / JYN-4"
"PER-A13E92BDCF92","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-8D53435384E4","victim","65+","female","Residential market / JYN-4"
"PER-8EE663437522","victim","65+","undisclosed","Metro corridor / BSK-3"
"PER-B9B170FCABA8","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-6B9695ED5748","victim","51-65","female","Industrial IT belt / ELC-5"
"PER-A016CE00C638","victim","18-25","undisclosed","Residential market / JYN-4"
"PER-42CA4630D8E3","victim","65+","female","Residential market / JYN-4"
"PER-1214596837F7","accused","26-35","female","Transit hub / CEN-2"
"PER-24B67534B7D4","accused","26-35","female","Transit hub / CEN-2"
"PER-AC6449323199","accused","26-35","female","Tech corridor / WFD-4"
"PER-C5A8727067E0","victim","26-35","male","Transit hub / CEN-2"
"PER-B595956C8C1F","victim","51-65","female","Transit hub / CEN-2"
"PER-644C060D26AC","victim","26-35","female","Rail and arterial road / KRP-2"
"PER-C6CCF2AF89BE","victim","36-50","male","Industrial IT belt / ELC-5"
"PER-5F1C3477E6AD","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-7324FCC4CF82","accused","36-50","male","Tech corridor / WFD-4"
"PER-2C0C38427A0C","victim","26-35","male","Transit hub / CEN-2"
"PER-173B94EA6510","victim","51-65","male","Rail and arterial road / KRP-2"
"PER-492351300233","accused","26-35","male","Outer growth corridor / YLK-1"
"PER-4C80C654F732","victim","51-65","female","Transit hub / CEN-2"
"PER-6EB2A5BF64C7","accused","51-65","female","Outer growth corridor / YLK-1"
"PER-D4F65E7B71E0","victim","65+","female","Commercial mixed use / KRM-6"
"PER-B56D65B1CB38","victim","26-35","female","Airport approach / HBL-2"
"PER-F49C527B54A3","victim","18-25","male","Transit hub / CEN-2"
"PER-7663E325DDBD","victim","51-65","female","Rail and arterial road / KRP-2"
"PER-027E7020E481","victim","18-25","female","Tech corridor / WFD-4"
"PER-54F16425F7D5","victim","51-65","female","Transit hub / CEN-2"
"PER-0A54F151950D","accused","26-35","female","Industrial IT belt / ELC-5"
"PER-9DAA4B9F8BDC","accused","36-50","female","Metro corridor / BSK-3"
"PER-B09283C6EDD0","victim","36-50","male","Metro corridor / BSK-3"
"PER-E0D4FB39F68E","victim","18-25","male","Rail and arterial road / KRP-2"
"PER-87E24CD97E3F","victim","65+","female","Night economy / IND-3"
"PER-DD5873EAFD3D","victim","26-35","female","Transit hub / CEN-2"
"PER-DEB2553F9EDE","accused","36-50","male","Rail and arterial road / KRP-2"
"PER-38033759925D","accused","18-25","female","Outer growth corridor / YLK-1"
"PER-009C1205D168","victim","36-50","female","Commercial mixed use / KRM-6"
"PER-9C3EE442CA01","accused","26-35","male","Transit hub / CEN-2"
"PER-CBB9D93455F3","accused","18-25","male","Transit hub / CEN-2"
"PER-164D6A1B3AB6","accused","26-35","undisclosed","Transit hub / CEN-2"
"PER-7BAC4CA8FB49","victim","36-50","female","Commercial mixed use / KRM-6"
"PER-5F475A6A6BD3","victim","26-35","male","Rail and arterial road / KRP-2"
